timestamp,open,high,low,close,volume
2026-03-02 14:30:00+00:00,484.34,485.01,484.31,484.85,139484.0
2026-03-02 14:30:12+00:00,484.87,484.96,484.35,484.72,34892.0
2026-03-02 14:30:24+00:00,484.55,484.57,484.135,484.46,23289.0
2026-03-02 14:30:36+00:00,484.48,485.28,484.47,485.27,27218.0
2026-03-02 14:30:48+00:00,485.24,485.26,484.38,484.95,17293.0
2026-03-02 14:31:00+00:00,484.96,485.05,484.38,484.81,40405.0
2026-03-02 14:31:12+00:00,484.85,485.08,484.38,485.01,20796.0
2026-03-02 14:31:24+00:00,485.0,485.0315,484.38,484.98,25749.0
2026-03-02 14:31:36+00:00,484.99,485.22,484.83,484.89,27475.0
2026-03-02 14:31:48+00:00,484.885,485.05,484.74,484.83,8847.0
2026-03-02 14:32:00+00:00,484.835,485.04,484.61,484.8,25208.0
2026-03-02 14:32:12+00:00,484.72,485.06,484.67,485.06,8292.0
2026-03-02 14:32:24+00:00,484.98,485.18,484.96,485.1,20684.0
2026-03-02 14:32:36+00:00,485.13,485.24,484.93,484.97,26074.0
2026-03-02 14:32:48+00:00,484.965,485.1,484.788,484.86,10434.0
2026-03-02 14:33:00+00:00,484.85,485.15,484.73,485.1,11838.0
2026-03-02 14:33:12+00:00,485.02,485.11,484.83,485.07,19232.0
2026-03-02 14:33:24+00:00,485.06,485.22,484.97,484.97,5346.0
2026-03-02 14:33:36+00:00,485.08,485.19,484.92,485.17,9879.0
2026-03-02 14:33:48+00:00,485.18,485.33,485.14,485.165,14625.0
2026-03-02 14:34:00+00:00,485.1271,485.24,485.1,485.2056,12565.0
2026-03-02 14:34:12+00:00,485.25,485.3995,485.18,485.25,12197.0
2026-03-02 14:34:24+00:00,485.21,485.365,485.19,485.33,15294.0
2026-03-02 14:34:36+00:00,485.33,485.43,485.24,485.3115,19914.0
2026-03-02 14:34:48+00:00,485.26,485.47,484.38,485.36,6058.0
2026-03-02 14:35:00+00:00,485.37,485.45,484.38,485.095,23214.0
2026-03-02 14:35:12+00:00,485.09,485.27,485.04,485.25,12724.0
2026-03-02 14:35:24+00:00,485.2174,485.48,485.2174,485.36,7594.0
2026-03-02 14:35:36+00:00,485.38,485.51,485.32,485.51,17946.0
2026-03-02 14:35:48+00:00,485.52,485.69,484.38,485.64,15236.0
2026-03-02 14:36:00+00:00,485.62,485.84,485.42,485.74,18875.0
2026-03-02 14:36:12+00:00,485.7899,485.98,485.69,485.76,8361.0
2026-03-02 14:36:24+00:00,485.74,485.9629,485.72,485.805,11949.0
2026-03-02 14:36:36+00:00,485.805,485.82,485.56,485.82,10079.0
2026-03-02 14:36:48+00:00,485.8,485.83,485.57,485.63,6342.0
2026-03-02 14:37:00+00:00,485.66,485.98,485.65,485.93,13269.0
2026-03-02 14:37:12+00:00,485.94,486.06,485.84,486.06,9517.0
2026-03-02 14:37:24+00:00,486.1,486.39,486.07,486.39,12516.0
2026-03-02 14:37:36+00:00,486.38,486.45,486.3,486.365,8333.0
2026-03-02 14:37:48+00:00,486.3915,486.3915,486.1,486.1422,9119.0
2026-03-02 14:38:00+00:00,486.14,486.15,485.81,485.84,13883.0
2026-03-02 14:38:12+00:00,485.83,485.94,485.52,485.57,7972.0
2026-03-02 14:38:24+00:00,485.6,485.8,485.53,485.53,13287.0
2026-03-02 14:38:36+00:00,485.57,485.83,485.47,485.79,6976.0
2026-03-02 14:38:48+00:00,485.785,485.87,485.7,485.85,6387.0
2026-03-02 14:39:00+00:00,485.88,485.94,485.64,485.6855,26210.0
2026-03-02 14:39:12+00:00,485.7,485.76,485.5,485.5,9396.0
2026-03-02 14:39:24+00:00,485.49,485.67,485.46,485.565,10281.0
2026-03-02 14:39:36+00:00,485.65,485.9,485.5415,485.83,4934.0
2026-03-02 14:39:48+00:00,485.84,485.84,485.58,485.61,5904.0
2026-03-02 14:40:00+00:00,485.63,485.79,485.55,485.69,4282.0
2026-03-02 14:40:12+00:00,485.68,485.728,485.434,485.5468,2128.0
2026-03-02 14:40:24+00:00,485.48,485.94,485.465,485.9329,4702.0
2026-03-02 14:40:36+00:00,485.905,485.92,485.73,485.76,1375.0
2026-03-02 14:40:48+00:00,485.785,485.785,485.535,485.5983,3317.0
2026-03-02 14:41:00+00:00,485.6,485.835,485.53,485.53,9983.0
2026-03-02 14:41:12+00:00,485.55,485.74,485.54,485.74,3967.0
2026-03-02 14:41:24+00:00,485.81,486.17,485.8,486.14,6658.0
2026-03-02 14:41:36+00:00,486.155,486.155,485.75,485.77,5855.0
2026-03-02 14:41:48+00:00,485.772,485.84,485.72,485.82,599.0
2026-03-02 14:42:00+00:00,485.81,486.21,485.79,486.16,7086.0
2026-03-02 14:42:12+00:00,486.13,486.3,486.0501,486.3,8313.0
2026-03-02 14:42:24+00:00,486.28,486.34,486.13,486.24,5090.0
2026-03-02 14:42:36+00:00,486.21,486.3,486.14,486.22,2677.0
2026-03-02 14:42:48+00:00,486.215,486.27,486.05,486.05,6298.0
2026-03-02 14:43:00+00:00,486.09,486.09,485.71,485.75,10478.0
2026-03-02 14:43:12+00:00,485.79,486.1101,485.76,485.85,11750.0
